Sergio Fajardo hizo el oso en Bogota|Sergio Fajardo hacer_el_oso Bogota|-3
Mr.X en Twitter: ;Triste ver como quieren que colombia siga bajo la dictadura de @AlvaroUribeVel colombia es creadora de sus propias desgracias. #nomasuribe #noaduque… https://t.co/c5q0Er0fsm;| triste quieren colombi sig dictadur @alvarouribevel colombi creador propi desgraci  #nomasuribe #noaduque     |-1
Diestra victoriosa!!💎 en Twitter: ;El narcoterrorista @petrogustavo dice no ser de las Farc.;Será que el muy hijueputa se cree de la orden de las hermanitas descalzas?… https://t.co/cnS06QwzMZ;| narcoterror @petrogustav no farc  hijueput cree orden hermanit descalz      |-5
Hollman Morris en Twitter: ;Saludo esta iniciativa del los congresistas de la @_CoalicionCol que hacen un llamado a @sergio_fajardo, @petrogustavo y @DeLaCalleHum para que dialoguen y busquen acuerdo político para evitar que hagan trizas a Colombia.… https://t.co/6NHvvqf4lL;| salud iniciat congres @_coalicioncol @sergio_fajard  @petrogustav @delacallehum dialoguen busquen acuerd politic evit triz     |5
Andrés Villamizar en Twitter: ;Petro presenta una candidata a la vicepresidencia que, a todas luces y según todos los expertos constitucionales, está inhabilitada. Por qué lo hace? Para poder continuar su discurso de víctima. Cuando demanden la inscripción de @angelamrobledo denunciará persecución.;| petr present candidat vicepresidente  luces expert constitucionales  inhabilit   continu discurs victim  demanden inscripcion @angelamrobled denunci persecu     |1
César L.R. en Twitter: ;Cuando sea inhabilitada Robledo para Vice por doble militancia, Petro y sus hordas fanáticas van a victimizarse por enésima vez. Lo hace intencionalmente ese sátrapa.;| inhabilit robled vice doble milit  petr hord fanatic victimizarse enesim  intencional satrap     |1
Yi           nela. en Twitter: ;Las propuesta de @petrogustavo son buena pero con la izquierda no voyyyyyy🤷🏽‍♀️… ;| propuest @petrogustav buen izquierd no voyyyyyy🤷🏽‍♀️     |3
DQ en Twitter: ;Yo sí quisiera saber cuál va a ser la política frente a él ELN de Petro y Robledo...… ;| sí quis politic eln petr robled        |5
Joseph Wimo en Twitter: ;ISIS, FARC,ELN,CASTRO,MADURO,SANTOS (y secuaces), PETRO/CHAVISMO, HEZBOLA, HAMAS,,,, es el mismo terrorismo con diferentes caras. No se dejen engañar. Sociedad y medios despierten, hay que hacerles frente y acabarlos… https://t.co/GIbGOES2vG;| isis  farc eln castr madur sant (y secuaces)  petro/chav   ham     terror diferentes caras  No engañ  socied medi despierten  hacerles acabarl      |-5
𝓑𝓵𝓪𝓬𝓴 𝓒𝓵𝓸𝓾𝓭☾☁︎ en Twitter: ;Jajajaja #Petropresidente :v ok no ha de ser otro candidato 🤭… ;| #petropresidente  ok no candidat 🤭       |0
Jesus Escorcia E. en Twitter: ;Vamos para esa.… ;| vam      |1
Fajardo Presidente en Twitter: ;Dijeron que no alcanzaríamos el umbral,y en las elecciones donde se mueve toda la maquinaria, alcanzamos un resultado contundente. Petro perdió frente a Duque y nos convertimos en la fuerza para transformar al país. Con #LaFuerzaDeLaEsperanza, vamos por la presidencia.;#ElEquipo… https://t.co/AHYbzbnEAl;| dijeron no alcanzar umbral elecciones mueve maquinari  alcanz result contundente  petr perd duque convert fuerz transform pais  #lafuerzadelaesper  presidente  #elequip    |3
Jaime Arias en Twitter: ;;Gustavo Petro es un coralibemacondiano limpio y corajudo que merece su voto;. Gabriel García Marquez.… ;|  _gustavo_petro coralibemacondian limpi corajud merece vot   gabriel garc marquez      |3
LinaMaria en Twitter: ;Trinazo!… https://t.co/kGe7XBXebw;| trinaz     |3
William Castro en Twitter: ;Mi punto es que cabe en un par de tweets y me facinaría oír un análisis serio de su profundización y sobre todo de donde salen los recursos. A propósito yo no votaría por mi con esas propuestas, solo suenan bien, pero no son solución para los problemas del país. Es populismo!… https://t.co/N6mb1hJaFm;| punt par tweets facin oir analisis seri profundiz salen recurs  proposit no vot propuest  suen bien  no solucion problem pais  popul      |4
JAIME NEIRA NEIRA en Twitter: ;No te dejes engañar por el #NarcoParaUribismo ni la #CorrupciónRadical; Demuestra que eres un colombiano de bien, mentalmente estructurado: Este 27 de mayo vota por #PetroPresidente… https://t.co/eHr9S24ppZ;| No dejes engañ #narcoparaurib #corrupcionradical  bien  mental estructur  vot #petropresidente     |-4
David en Twitter: ;Esa es la mirada de un hombre que puede tener un iPhone cuando el quiera.… https://t.co/QRQul8hXJy;| esa mir hombre iphone quier      |5
Erika Salamanca en Twitter: ;La fórmula vicepresidencial de @petrogustavo obviamente tenía que ser chavista. 🤷🏼‍♀️… ;| formul @petrogustav obvi chavist  🤷🏼‍♀️     |-3
El Gran David Ricardo en Twitter: ;La Legión del Mal… ;| legion mal     |-3
César José en Twitter: ;Estoy de acuerdo William, la mezquindad de la Sra. Claudia López solo está beneficiando a la Extrema Derecha que tanto combate ella y al final la historia le cobrará eso algún día.… https://t.co/bTCwZqAUQ9;| estoy acuerd  mezquind sra  claudi lopez benefici _ultra_derecha combate final histori cobr dia      |-2
LUIS ERNESTO PUYANA en Twitter: ;Detrás de Gustavo Petro y Angela Robledo está Timochenko y la ideología de género, que bonita familia...… ;| detras _gustavo_petro robled timochenk ideolog gener  bonit famili         |-5
Carlos Cortés en Twitter: ;Ese melodrama de los verdes y López y Fajardo y Petro y De la Calle y yo te invité a un café y no fuiste y me dejaste en visto y has cambiado y me decepcionaste y por qué eres así... Mientras tanto los uribistas mandando a hacer el vestido para la posesión de Duque.;| melodram verdes lopez fajard petr _de_la_calle invite cafe no fuiste dej has cambi decepcion    urib mand vest posesion duque       |3
rodrigo jaramillo en Twitter: ;SI  PORQUE ROBO TANTO DE QUE HABLA DE IGUALDAD Y MIREN DONDE VIVE.… ;| SI  rob habl iguald miren vive         |-1
Pierre Françoise en Twitter: ;@ClaudiaLopez @petrogustavo Colombia los necesita juntos, NO peleando. #NosUnimosONosHundimos #UnaValerianaParaClaudia;| @claudialopez @petrogustav necesit  NO pele  #nosunimosonoshund #unavalerianaparaclaudi   |5
petristas en canada en Twitter: ;Están vivos los ideales de Galán con nuestro candidato vamos a llegar a construir la #ColombiaHumana con @petrogustavo @InternacionalP8 @progresistascol #LaBodegaDePetro #labodegacanada #labodegainternacional #yovotopetro @GustavoBolivar @HOLLMANMORRIS… https://t.co/SWeKKettDA;| estan viv ideales galan candidat lleg constru #colombiahuman @petrogustav @internacionalp8 @progresistascol #labodegadepetr #labodegacan #labodegainternacional #yovotopetr @gustavoboliv @hollmanmorris    |5
() en Twitter: ;Hay que tener mierda en la cabeza para querer votar por @petrogustavo;Y un odio profundo a la generación que viene para pensar que el es la solución a los problemas. ;; https://t.co/p18BNqH1N0;| hay mierd cabez vot @petrogustav odi profund gener pens solucion problem        |-5
El Profe en Twitter: ;Lo mismo que deben sentir los que le hacen campaña a Petro y se enteran que ayudó a elegir a Ordoñez en la Procuraduría. Siempre se terminarán dando cuenta que todos los políticos son la misma porquería.… https://t.co/01pejfBJbG;| sent campañ petr enter ayud eleg ordoñez procuradur  siempre termin cuent politic porqu      |-2
Jhon Jairo Velasquez en Twitter: ;El peor error del Cartel de Medellín fue Matar al Dr Luis Carlos Galan....Esto cambio el rumbo del país. Una Cucaracha como Gustavo Petro comparándose con el Dr Galán es una ofensa al país. Es Como comparar una pizza 🍕 con un vomito;| peor error cartel medellin mat Dr gal    cambi rumb pais  cucarach _gustavo_petro comparandose Dr galan ofens pais  compar pizz 🍕 vomit   |-3
Corazon de Leon #MeLlamoGustavoPetro en Twitter: ;#UnaValerianaParaClaudia curso practico para volverse impopular en solo 20 trinos.;Tambien esta disponible:;Como pelar el cobre sin sonrojarse, este ultimo ha sido un hit en las redes sociales, cientos de testimonios lo ratifican.;#LaBodegaDePetro.;| #unavalerianaparaclaudi curs practic volverse impopul  tambien dispon  pel cobre sonrojarse  hit redes sociales  cient testimoni ratific  #labodegadepetr       |-3
Nicolas copernico en Twitter: ;Sin falsos positivos, masacre del aro ni 12 apostoles. Quiere mas detalles.… https://t.co/XZLEbJHrN6;| fals posit  masacre aro apostoles  quiere detalles      |0
AnaM Diaz en Twitter: ;Pues aquí está feliz hablando con Fajardo. De pronto no tiene un ego tan grande co o el de Petro.; ;;COLOMBIA;; ;; ;;La relac entre los 2 es d tiempo atrás x lo q Fajardo lo llamó y le propuso la idea q a Carlos Caicedo le llamó la atención… https://t.co/c8zT9ogaYa;| feliz fajard  pront no ego grande petr            relac atras fajard llam propus ide caiced llam atencion        |2
Ali en Twitter: ;Capturan al hijo de Piedad Córdoba por conducir camioneta robada;La ex senadora explica que la misma se la dieron en parte de pago en un negocio.;;Creia que ivamos a eliminar las 🐀🐀🐀🐀🐀del Congreso y Senado pero veo que no es facil acabar con esos roedores.… https://t.co/8xNaam5FbB;| captur pied cordob conduc camionet rob ex senador explic dieron pag negoci   crei ivam elimin 🐀🐀🐀🐀🐀del congres sen no facil acab roedores      |-2
John Milton Jr en Twitter: ;.@petrogustavo cita a Alvaro Gómez y a Galán muy tranquilo porque los millenials no saben que al primero lo secuestró el M19 y al segundo lo mató Pablo Escobar, socio del M19 en la toma del Palacio de Justicia.;|  @petrogustav cit alvar galan tranquil millenials no secuestr m19 segund mat pabl escob  soci m19 tom palaci justici    |3
Martin en Twitter: ;Y si gana Petro ^pior^.… ;| gan petr ^pior^      |-1
Camilo Aristizabal en Twitter: ;Voten por @petrogustavo y no solamente nos va a tocar producir los huevos en la casa sino también el resto de la canasta familiar. No entiendo cómo muchos pueden ser tan ciegos… https://t.co/rRjEtobkUn;| voten @petrogustav no toc produc huev cas rest canast famili  No entiend cieg    |4
Mafe Carrascal en Twitter: ;Mañana los que quieran acompañarnos a entregarle a @DeLaCalleHum su parte de la bandera, pueden acompañarnos 1:30 p.m. en la puerta principal del Centro Comercial CAFAM Floresta. El domingo vamos a Soacha a entregársela a @petrogustavo. Vamos juntos porque #ElPaísPrimero 💛💙❤️… https://t.co/Ogh9DLk0Mm;| mañan quieran acompañarn entregarle @delacallehum bander  acompañarn   entregarsel @petrogustav  vam #elpaisprimer 💛💙❤️      |5
José M Santamaría en Twitter: ;Este fácilmente podría ser el equipo de gobierno de .@petrogustavo… ;| facilmente podr equip  @petrogustav      |5
La Matahari en Twitter: ;Encuesta invamer próximo domingo;Duque 32;Petro    20;Vargas.  15;Seguimos adelante con paso de vencedores;| encuest invam proxim duque petr      segu adel pas vencedores       |5
Kurt Seyit Eminof 🇦🇷 en Twitter: ;No me estaría agradando Petro;;#SuyitLuchaPorSuAmor… ;| No estaría agrad petr  #suyitluchaporsuamor     |-1
Miguel H Otero en Twitter: ;EE UU restringirá las transacciones financieras que involucren al Petro https://t.co/nZZfiHgE0t vía @elnacionalweb;| EE UU restring transacciones financ involucren petr @elnacionalweb    |3
Miguel Ballesteros en Twitter: ;Usted es una vergüenza para la academia y los jóvenes de este país. #ColombiaHumana #PetroPresidente #Decentes… ;| usted verguenz academi jovenes pais  #colombiahuman #petropresidente #decentes      |-5
Jack en Twitter: ;Ya estamos como Venezuela, allá la oposición tampoco se pone de acuerdo para derrotar a Maduro #PetroPresidente;| venezuel  alla oposicion acuerd derrot madur #petropresidente   |-4
Dery en Twitter: ;Excelente mujer , la mejor fórmula vice de https://t.co/BpHV7rI5FX siento representada en esta mujer .Diga de admiración.… https://t.co/Q1uC1xdCm2;| excelente muj   mejor formul vice sient represent muj  dig admir      |5
Jesús León Luna en Twitter: ;De acuerdo. Pero seamos sensatos, al sistema no se le enfrenta con éxito como Petro pretende. El momento histórico requiere un gobierno de transición, creo que @sergio_fajardo es el presidente que se necesita en este momento, sentar las bases para Petro u otros posteriores.… https://t.co/yimUBdcKni;| acuerd  seamos sensat  sistem no enfrent exit petr pretende  moment historic requiere transicion  cre @sergio_fajard presidente necesit moment  sent petr posteriores      |5
J.D. Villegas en Twitter: ;Estimado Fredy, eso decian los venezolanos hace un par de años, antes que el discurso de odio de clases de Chavez (igual al de Petro) tomara poder.;;El peligro no es Petro, son sus planes de gobierno estatistas-chavistas de #ColombiaHumana;#EleccionesColombia;un saludo… https://t.co/DNl5Vz9jh1;| estim fredy  deci venezolan par años  discurs odi clases chavez (igual petro) tom   peligr no petr  planes estatistas-chav #colombiahuman #eleccionescolombi salud     |-1
Nórida Rodríguez en Twitter: ;Estupenda elección la de @petrogustavo al elegir a @angelamrobledo como fórmula vicepresidencial. Una mujer intachable en todo el sentido de la palabra. No solo tienen mucho futuro juntos..  ¡Se ven muy bien! 👏🏼👏🏼👏🏼👏🏼;| estupend eleccion @petrogustav eleg @angelamrobled formul  muj intach sent palabr  No futur     bien  👏🏼👏🏼👏🏼👏🏼     |5
Julian puentes en Twitter: ;@petrogustavo  ya tengo 5 votos más para #PetroPresidente desde cali… ;| @petrogustav  vot más #petropresidente cali      |5
Luis C Avellaneda en Twitter: ;Y saber que desde esta orilla muchos ven a @petrogustavo como el adversario a derrotar ... cuando los verdaderos adversarios están del otro lado lanzando amenazas de este estilo ! Unidos los derrotamos… https://t.co/V6xkehatOg;| orill @petrogustav adversari derrot     verdader adversari lanz amenaz estil   unid derrot     |2
DomingoPaniza1 en Twitter: ;El enemigo a vencer, políticamente hablando, NO es Gustavo Petro, Sérgio Fajardo, Vargas LLeras, Humberto De La Calle.... el verdadero enemigo de las votaciones en Colombia, se llama Juan Manuel Santos, Presidente de los colombianos. Es el verdadero peligro electoral éste #27M… https://t.co/9Ptgyt1bff;| enemig venc  politic  NO _gustavo_petro  sergi fajard  ller  humbert _de_la_calle     verdader enemig votaciones  sant  presidente  verdader peligr electoral este #27m       |0
Alvareto Peñarosca en Twitter: ;¡Ah! Pero es que si Petro no sale a gritar con megáfono en la frontera o no está de acuerdo con que el loco racista Trump llene de sangre a los vecinos entonces sí, es que Petro es ;castrochavista; y ;tenemos profundas diferencias con él;… https://t.co/ZEtCBtQ1co;|  Ah  petr no sale grit megafon fronter no acuerd loc racist trump llene sangre vecin sí  petr  castrochav   profund diferente       |-2
Sofy Casas en Twitter: ;Entonces quiere decir q con la unión Petro-Ángela Robledo, los $5mil 500 millones de pesos q retiró Farc del banco y q eran para la supuesta campaña de #TimochenkoAsesino, pasaron a la campaña de Petro?🤔🤔 #NosCreenPendejos;| union petro-angel  $5mil retir farc banc supuest campañ #timochenkoasesin  pas campañ petr 🤔🤔 #noscreenpendej    |-5
Julio Vásquez on Twitter: ;Claudia López nunca ha hecho política con Petro.… ;| claudi lopez politic petr      |1
